"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
186,75,8,90,22950,"Pave","IR2","Lvl",1,"Inside","Gtl","OldTown","Artery","Norm","1Fam","2.5Fin",10,9,1892,1993,"Gable","WdShngl",16,16,4,"Gd","Gd","BrkTil",3,3,3,6,6,1107,1107,"GasA","Ex","Y",1,1518,3608,2,4,1,1,12,1,6,1993,3,3,840,1,3,"Y",6,2006,4,"Normal",475000
187,80,6,78,9947,"Pave","IR1","Lvl",1,"CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",7,5,1990,1991,"Gable","CompShg",7,7,4,"TA","TA","PConc",2,3,2,1,6,577,1188,"GasA","Ex","Y",1,1217,1217,2,3,1,2,6,1,2,1990,3,2,497,3,3,"Y",6,2009,4,"Normal",173000
188,50,6,60,10410,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1916,1987,"Gable","CompShg",7,7,4,"TA","TA","CBlock",4,3,4,6,6,660,660,"GasA","Ex","Y",1,808,1656,2,3,1,3,8,3,6,1916,3,1,180,4,4,"N",8,2009,4,"Normal",135000
189,90,6,64,7018,"Pave","Reg","Bnk",1,"Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg",11,11,5,"TA","TA","CBlock",2,3,2,1,6,250,1086,"GasA","TA","Y",1,1224,1224,0,2,2,3,6,1,6,1979,3,2,528,3,3,"Y",6,2009,4,"Alloca",153337
190,120,6,41,4923,"Pave","Reg","Lvl",1,"Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2001,2002,"Gable","CompShg",6,15,4,"Gd","TA","PConc",1,3,2,1,6,440,1593,"GasA","Ex","Y",1,1593,1593,1,3,1,1,5,1,2,2001,1,2,682,3,3,"Y",8,2008,5,"Normal",286000
191,70,6,70,10570,"Pave","Reg","Bnk",1,"Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,8,1932,1994,"Hip","CompShg",4,4,4,"Gd","TA","CBlock",2,2,4,4,6,556,853,"GasA","TA","Y",1,1549,2727,2,3,1,2,10,5,6,1932,3,2,440,3,3,"Y",12,2007,5,"Normal",315000
192,60,6,87,7472,"Pave","IR1","Lvl",1,"CulDSac","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,9,1972,2004,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,2,6,99,725,"GasA","Gd","Y",1,725,1479,1,4,1,2,7,1,2,1972,1,2,484,3,3,"Y",6,2007,5,"Normal",184000
193,20,6,68,9017,"Pave","IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,2,1,6,871,1431,"GasA","Ex","Y",1,1431,1431,2,3,1,2,6,1,2,1999,1,2,666,3,3,"Y",9,2009,10,"Normal",192000
194,160,8,24,2522,"Pave","Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg",15,15,5,"Gd","TA","PConc",2,3,4,6,6,970,970,"GasA","Ex","Y",1,970,1709,2,3,1,2,7,5,6,2004,3,2,380,3,3,"Y",5,2006,4,"Normal",130000
195,20,6,60,7180,"Pave","IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Hip","CompShg",7,7,4,"TA","TA","CBlock",3,3,2,2,6,474,864,"GasA","TA","Y",1,864,864,1,3,1,3,5,1,6,1989,3,1,352,3,3,"Y",5,2008,4,"Normal",127000
196,160,6,24,2280,"Pave","Reg","Lvl",1,"FR2","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1976,1976,"Gable","CompShg",11,15,4,"TA","TA","CBlock",2,3,4,2,6,289,855,"GasA","TA","Y",1,855,1456,2,3,1,3,7,1,2,1976,3,2,440,3,3,"Y",7,2009,5,"Normal",148500
197,20,6,79,9416,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Hip","CompShg",6,15,5,"Ex","TA","PConc",1,3,4,1,6,600,1726,"GasA","Ex","Y",1,1726,1726,2,3,1,1,8,1,2,2007,1,3,786,3,3,"Y",9,2007,4,"Partial",311872
198,75,6,174,25419,"Pave","Reg","Lvl",1,"Corner","Gtl","NAmes","Artery","Norm","1Fam","2Story",8,4,1918,1990,"Gable","CompShg",14,14,4,"Gd","Gd","PConc",3,3,4,1,5,140,1360,"GasA","Gd","Y",1,1360,3112,2,4,1,2,8,1,6,1918,3,2,795,3,3,"Y",3,2006,4,"Abnorml",235000
199,75,8,92,5520,"Pave","Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin",6,6,1912,1950,"Gable","CompShg",16,16,4,"TA","TA","CBlock",3,3,4,6,6,755,755,"GasA","Ex","Y",1,929,2229,1,5,1,3,8,1,7,1976,4,0,0,6,6,"Y",7,2009,2,"Abnorml",104000
200,20,6,76,9591,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Hip","CompShg",15,15,2,"Gd","TA","PConc",1,3,2,1,6,625,1713,"GasA","Ex","Y",1,1713,1713,2,3,1,1,7,1,2,2004,1,3,856,3,3,"Y",1,2009,8,"Normal",274900
201,20,8,80,8546,"Pave","Reg","Lvl",1,"Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,2003,2004,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,4,6,6,1121,1121,"GasA","Ex","Y",1,1121,1121,2,2,1,3,5,1,2,2003,2,2,440,3,3,"Y",3,2010,5,"Normal",140000
202,20,6,75,10125,"Pave","Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg",11,11,4,"TA","TA","CBlock",3,3,4,2,5,276,1196,"GasA","TA","Y",1,1279,1279,2,3,1,3,6,1,6,1980,3,2,473,3,3,"Y",2,2008,5,"Normal",171500
203,50,6,50,7000,"Pave","Reg","Lvl",1,"Corner","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",6,6,1924,1950,"Gable","CompShg",9,9,4,"TA","Gd","BrkTil",4,3,4,5,6,322,617,"GasA","Gd","Y",1,865,1310,2,2,1,3,6,2,2,1924,3,1,398,3,3,"Y",5,2006,5,"Normal",112000
204,120,8,57,4438,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,2,1,6,186,848,"GasA","Ex","Y",1,848,848,1,1,1,2,3,1,2,2004,2,2,420,3,3,"Y",1,2008,10,"Normal",149000
205,50,8,50,3500,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1947,1950,"Gable","CompShg",1,1,4,"TA","TA","CBlock",3,3,4,5,6,408,720,"GasA","TA","Y",1,720,1284,1,2,1,3,5,1,6,1948,3,1,240,3,3,"Y",4,2009,4,"Normal",110000
206,20,6,99,11851,"Pave","Reg","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Gable","CompShg",7,7,4,"TA","TA","PConc",2,3,4,6,6,1424,1424,"GasA","Ex","Y",1,1442,1442,2,3,1,3,5,1,2,1990,2,2,500,3,3,"Y",5,2009,4,"Normal",180500
207,20,6,40,13673,"Pave","IR1","Lvl",1,"CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg",7,7,4,"TA","Gd","CBlock",3,3,4,6,6,1140,1140,"GasA","TA","Y",1,1696,1696,1,3,1,3,8,3,2,1962,2,1,349,3,3,"Y",3,2007,4,"Normal",143900
208,20,6,100,12493,"Pave","IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1960,1960,"Gable","CompShg",16,16,4,"TA","TA","PConc",3,3,4,2,4,375,1100,"GasA","TA","Y",1,1100,1100,1,3,1,3,6,1,2,1960,2,1,312,3,3,"Y",4,2008,9,"Normal",141000
209,60,6,80,14364,"Pave","IR1","Low",1,"Inside","Mod","SawyerW","Norm","Norm","1Fam","2Story",7,5,1988,1989,"Gable","CompShg",11,11,2,"Gd","TA","CBlock",2,3,1,1,6,92,1157,"GasA","Ex","Y",1,1180,2062,2,3,1,3,7,1,2,1988,1,2,454,3,3,"Y",4,2007,4,"Normal",277000
210,20,6,75,8250,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1964,1964,"Hip","CompShg",7,7,5,"TA","TA","CBlock",2,3,4,4,6,305,1092,"GasA","Ex","Y",1,1092,1092,1,3,1,3,6,1,2,1964,2,2,504,3,2,"Y",7,2008,4,"Normal",145000
211,30,6,67,5604,"Pave","Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1925,1950,"Gable","CompShg",14,14,4,"TA","TA","CBlock",3,3,4,4,6,396,864,"GasA","TA","N",2,864,864,1,2,1,3,5,1,7,1956,4,0,0,6,6,"Y",4,2008,4,"Normal",98000
212,20,6,83,10420,"Pave","Reg","Lvl",1,"Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,2009,2009,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,3,1,6,1176,1212,"GasA","Ex","Y",1,1212,1212,2,3,1,2,6,1,2,2009,2,2,460,3,3,"Y",3,2010,4,"Normal",186000
213,60,3,72,8640,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2009,2009,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,4,1,6,78,900,"GasA","Ex","Y",1,932,1852,2,3,1,2,7,1,2,2009,2,2,644,3,3,"Y",7,2009,4,"Partial",252678
214,20,6,43,13568,"Pave","IR2","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1995,1995,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,4,2,6,274,990,"GasA","Ex","Y",1,990,990,1,3,1,3,5,1,2,1996,3,2,576,3,3,"Y",7,2006,4,"Normal",156000
215,60,6,66,10900,"Pave","IR1","Lvl",1,"FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,7,1977,1977,"Gable","CompShg",7,7,2,"TA","TA","CBlock",2,3,4,1,6,311,689,"GasA","Ex","Y",1,689,1392,1,3,1,3,6,1,2,1977,1,1,299,3,3,"Y",3,2010,4,"Normal",161750
216,20,6,72,10011,"Pave","IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1996,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,3,6,710,1070,"GasA","TA","Y",1,1236,1236,1,2,1,2,6,2,2,1957,3,1,447,3,3,"Y",5,2006,5,"Normal",134450
217,20,6,65,8450,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,3,1,6,490,1436,"GasA","Ex","Y",1,1436,1436,2,3,1,2,8,1,2,2004,3,2,484,3,3,"Y",4,2008,4,"Normal",210000
218,70,8,57,9906,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,4,1925,1950,"Gable","CompShg",9,9,4,"TA","TA","CBlock",3,3,4,6,6,686,686,"GasA","Fa","N",1,810,1328,1,3,1,3,8,1,6,1940,3,1,210,3,3,"Y",9,2006,5,"Family",107000
219,50,6,93,15660,"Pave","IR1","Lvl",1,"Corner","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,9,1939,2006,"Gable","CompShg",15,15,2,"Gd","Gd","CBlock",3,3,4,3,6,457,798,"GasA","Ex","Y",1,1137,1954,1,3,1,2,8,1,2,1939,3,2,431,3,3,"Y",5,2008,4,"Normal",311500
220,120,6,43,3010,"Pave","Reg","Lvl",1,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,2,1,6,1232,1248,"GasA","Ex","Y",1,1248,1248,2,2,1,2,5,1,2,2005,1,2,438,3,3,"Y",3,2006,4,"Partial",167240
221,20,6,73,8990,"Pave","IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,3,6,6,1498,1498,"GasA","Ex","Y",1,1498,1498,2,2,1,2,5,1,2,2006,2,2,675,3,3,"Y",4,2006,4,"Partial",204900
222,60,6,21,8068,"Pave","IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2002,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,6,6,1010,1010,"GasA","Ex","Y",1,1010,2267,2,4,1,2,8,1,4,2002,2,2,390,3,3,"Y",12,2009,8,"Normal",200000
223,60,6,85,11475,"Pave","Reg","Lvl",1,"Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",6,6,1975,1975,"Gable","CompShg",15,15,4,"TA","TA","CBlock",2,3,4,2,6,163,713,"GasA","TA","Y",1,811,1552,2,3,1,3,6,1,2,1975,2,2,434,3,3,"Y",2,2006,4,"Normal",179900
224,20,6,70,10500,"Pave","Reg","Lvl",1,"FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg",7,7,4,"TA","TA","CBlock",3,3,4,2,5,160,864,"GasA","Gd","Y",1,864,864,1,2,1,3,4,1,6,1989,3,2,576,3,3,"Y",3,2009,4,"Abnorml",97000
225,20,6,103,13472,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2003,2003,"Hip","CompShg",15,15,2,"Ex","TA","PConc",1,3,1,1,6,2336,2392,"GasA","Ex","Y",1,2392,2392,2,3,1,1,8,1,2,2003,1,3,968,3,3,"Y",6,2009,5,"Normal",386250
226,160,8,21,1680,"Pave","Reg","Lvl",1,"Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",5,5,1971,1971,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,6,6,630,630,"GasA","TA","Y",1,630,1302,2,3,1,3,6,1,6,1991,3,1,280,3,3,"Y",5,2009,5,"Abnorml",112000
227,60,6,82,9950,"Pave","IR1","Lvl",1,"Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1995,1995,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,4,1,6,638,1203,"GasA","Ex","Y",1,1214,2520,2,4,1,2,9,1,2,1995,2,3,721,3,3,"Y",6,2007,4,"Abnorml",290000
228,160,8,21,1869,"Pave","Reg","Lvl",1,"Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,6,1970,1970,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,4,6,162,483,"GasA","TA","Y",1,483,987,1,2,1,3,5,1,6,1987,3,1,280,3,3,"Y",9,2008,5,"Normal",106000
229,20,6,70,8521,"Pave","Reg","Lvl",1,"FR2","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg",7,7,4,"TA","TA","CBlock",3,3,4,2,6,70,912,"GasA","TA","Y",1,912,912,1,3,1,3,5,1,6,1974,3,1,336,3,3,"Y",5,2010,4,"Normal",125000
230,120,6,43,3182,"Pave","Reg","Lvl",1,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,2,1,6,1357,1373,"GasA","Ex","Y",1,1555,1555,2,2,1,2,7,1,2,2005,1,2,430,3,3,"Y",5,2009,5,"Normal",192500
231,20,6,73,8760,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg",9,9,2,"TA","TA","CBlock",3,3,4,6,6,1194,1194,"GasA","TA","Y",1,1194,1194,1,3,1,3,6,1,2,1959,2,1,312,3,3,"Y",4,2010,4,"Normal",148000
232,60,6,174,15138,"Pave","IR1","Lvl",1,"Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1995,1996,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,4,1,6,773,1462,"GasA","Ex","Y",1,1490,2794,2,4,1,1,9,1,2,1995,1,3,810,3,3,"Y",7,2009,5,"Normal",403000
233,160,8,21,1680,"Pave","Reg","Lvl",1,"Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,6,6,483,483,"GasA","TA","Y",1,483,987,1,2,1,3,5,1,2,1972,3,1,288,3,3,"Y",6,2006,4,"Normal",94500
234,20,6,75,10650,"Pave","Reg","Lvl",1,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1976,1976,"Gable","CompShg",7,7,4,"TA","TA","CBlock",3,2,2,5,2,415,894,"GasA","TA","Y",1,894,894,1,3,1,3,5,1,2,1976,3,1,308,3,3,"Y",2,2010,4,"Normal",128200
235,60,6,81,7851,"Pave","Reg","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2002,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,1,6,235,860,"GasA","Ex","Y",1,860,1960,2,4,1,2,8,1,4,2002,1,2,440,3,3,"Y",5,2010,4,"Normal",216500
236,160,8,21,1680,"Pave","Reg","Lvl",1,"Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",6,3,1971,1971,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,2,6,125,483,"GasA","TA","Y",1,483,987,1,2,1,3,5,1,6,1971,3,1,264,3,3,"Y",8,2008,5,"Normal",89500
237,20,6,65,8773,"Pave","Reg","Lvl",1,"FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,2,1,6,1390,1414,"GasA","Ex","Y",1,1414,1414,2,3,1,2,6,1,2,2004,2,2,494,3,3,"Y",5,2010,4,"Normal",185500
238,60,6,60,9453,"Pave","IR1","Lvl",1,"CulDSac","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",7,7,1993,2003,"Gable","CompShg",7,7,4,"Gd","TA","PConc",2,3,4,3,6,594,996,"GasA","Ex","Y",1,1014,1744,2,3,1,2,7,1,2,1993,2,2,457,3,3,"Y",2,2010,4,"Normal",194500
239,20,6,93,12030,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg",15,15,2,"Ex","TA","PConc",1,3,4,6,6,1694,1694,"GasA","Ex","Y",1,1694,1694,2,3,1,2,7,1,2,2007,1,3,818,3,3,"Y",12,2007,4,"Partial",318000
240,50,6,52,8741,"Pave","Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1945,1950,"Gable","CompShg",15,15,4,"TA","TA","CBlock",3,4,4,5,6,641,735,"GasA","TA","Y",2,798,1487,1,3,1,3,7,1,6,1949,3,1,220,3,3,"Y",4,2010,5,"Normal",113000
241,20,3,75,9000,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg",15,15,5,"Gd","TA","PConc",2,3,2,1,6,488,1566,"GasA","Ex","Y",1,1566,1566,2,3,1,2,7,1,2,2008,2,2,750,3,3,"Y",4,2010,8,"Normal",262500
242,30,8,40,3880,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,9,1945,1997,"Gable","CompShg",15,15,4,"TA","Gd","CBlock",3,3,4,2,6,357,686,"GasA","Gd","Y",1,866,866,1,2,1,2,4,1,7,2003,4,0,0,6,6,"Y",8,2007,4,"Normal",110500
243,50,8,63,5000,"Pave","Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,4,1900,1950,"Gable","CompShg",16,16,4,"TA","TA","BrkTil",3,3,4,6,6,540,540,"GasA","Gd","N",2,889,1440,1,3,1,3,6,1,2,1940,3,1,352,4,3,"Y",4,2006,2,"Normal",79000
244,160,6,75,10762,"Pave","Reg","Lvl",1,"Corner","Gtl","SawyerW","Norm","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","CompShg",11,11,4,"TA","TA","CBlock",2,3,4,6,6,626,626,"GasA","TA","Y",1,626,1217,1,3,1,3,6,1,2,1980,2,1,288,3,3,"Y",4,2009,9,"Normal",120000
245,60,6,79,8880,"Pave","IR1","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,2002,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,1,6,253,948,"GasA","Ex","Y",1,1222,2110,2,3,1,2,8,1,2,1994,2,2,463,3,3,"Y",5,2010,4,"Normal",205000
246,20,6,80,10400,"Pave","Reg","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1988,1988,"Gable","CompShg",16,16,2,"TA","TA","CBlock",2,3,2,1,6,916,1845,"GasA","Gd","Y",1,1872,1872,2,3,1,3,6,1,2,1988,1,2,604,3,3,"Y",6,2006,5,"Normal",241500
247,190,8,69,9142,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",6,8,1910,1950,"Gable","CompShg",1,1,4,"TA","Fa","Stone",4,3,4,6,6,1020,1020,"GasA","Gd","N",4,908,1928,2,4,2,4,9,1,6,1910,3,1,440,5,5,"Y",4,2006,5,"Normal",137000
248,20,6,75,11310,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1954,1954,"Hip","CompShg",16,4,4,"TA","TA","CBlock",3,3,4,6,6,1367,1367,"GasA","Ex","Y",1,1375,1375,1,2,1,3,5,1,2,1954,3,2,451,3,3,"Y",6,2006,4,"Normal",140000
249,60,6,72,11317,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,4,6,6,840,840,"GasA","Ex","Y",1,840,1668,2,3,1,2,8,1,2,2003,2,2,500,3,3,"Y",9,2007,4,"Normal",180000
250,50,6,50,159000,"Pave","IR2","Low",1,"CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1.5Fin",6,7,1958,2006,"Gable","CompShg",16,7,1,"Gd","TA","CBlock",2,3,1,4,6,747,1444,"GasA","Gd","Y",1,1444,2144,2,4,1,2,7,1,2,1958,1,2,389,3,3,"Y",6,2007,7,"Normal",277000
251,30,6,55,5350,"Pave","IR1","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,2,1940,1966,"Gable","CompShg",16,11,4,"TA","Po","CBlock",3,3,4,6,6,728,728,"GasA","Ex","Y",1,1306,1306,1,3,1,4,6,4,7,1969,4,0,0,6,6,"Y",5,2010,4,"Normal",76500
252,120,8,44,4750,"Pave","IR1","HLS",1,"Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg",15,15,5,"Gd","TA","PConc",2,3,1,1,6,658,1573,"GasA","Ex","Y",1,1625,1625,2,2,1,2,5,1,2,2006,1,2,538,3,3,"Y",12,2007,4,"Family",235000
253,60,6,65,8366,"Pave","IR1","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,2004,2004,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,6,6,798,798,"GasA","Ex","Y",1,798,1640,2,3,1,2,6,1,2,2004,2,2,520,3,3,"Y",12,2008,4,"Normal",173000
254,80,6,85,9350,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,7,1964,1991,"Hip","CompShg",7,7,2,"TA","TA","CBlock",2,3,1,5,2,452,1302,"GasA","Ex","Y",1,1302,1302,2,3,1,2,7,2,2,1964,2,1,309,3,3,"Y",10,2007,2,"Normal",158000
255,20,6,70,8400,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1957,"Gable","CompShg",9,9,4,"TA","Gd","CBlock",3,3,4,4,6,392,1314,"GasA","TA","Y",1,1314,1314,1,3,1,3,5,1,2,1957,2,1,294,3,3,"Y",6,2010,5,"Normal",145000
256,60,6,66,8738,"Pave","IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,4,6,6,975,975,"GasA","Ex","Y",1,1005,2291,2,4,1,2,8,1,4,1999,1,2,429,3,3,"Y",2,2006,2,"Normal",230000
257,60,3,64,8791,"Pave","IR1","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",6,5,2003,2003,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,4,6,361,864,"GasA","Ex","Y",1,864,1728,2,3,1,2,7,1,2,2003,2,2,673,3,3,"Y",5,2008,4,"Normal",207500
258,20,6,68,8814,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg",15,15,5,"Gd","TA","PConc",2,3,4,1,6,270,1604,"GasA","Ex","Y",1,1604,1604,2,3,1,2,8,1,2,2006,2,2,660,3,3,"Y",3,2009,2,"Abnorml",220000
259,60,6,80,12435,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,4,1,6,602,963,"GasA","Ex","Y",1,963,1792,2,3,1,2,7,1,2,2001,2,2,564,3,3,"Y",5,2008,4,"Normal",231500
260,20,8,70,12702,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg",4,4,4,"TA","TA","PConc",6,6,5,7,7,135,1362,"GasA","Gd","Y",2,882,882,1,2,1,3,4,1,6,1956,3,1,308,3,3,"Y",12,2008,4,"Normal",97000
261,80,6,120,19296,"Pave","Reg","Lvl",1,"Corner","Gtl","NAmes","Artery","Norm","1Fam","SLvl",6,5,1962,1962,"Gable","CompShg",16,16,2,"TA","TA","CBlock",3,3,1,4,2,292,1362,"GasA","TA","Y",1,1382,1382,1,3,1,3,6,1,2,1991,3,2,884,3,3,"Y",5,2009,5,"Normal",176000
