"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
812,120,8,24,4438,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg",15,15,2,169,"Gd","TA","PConc",2,3,1,1,662,6,0,186,848,"GasA","Ex","Y",1,848,878,120,848,1,0,1,0,1,1,2,4,1,1,2,2,2004,1,2,420,3,3,"Y",140,0,0,0,0,0,5,5,6,0,6,2008,9,"Normal",144500
813,20,5,66,8712,"Grvl",2,"Reg","Bnk",1,"Inside","Mod","IDOTRR","Norm","Norm","1Fam","1Story",5,5,1952,1952,"Hip","CompShg",16,16,4,91,"Fa","TA","CBlock",3,3,2,6,915,6,0,540,540,"GasA","TA","N",2,1044,748,205,1044,0,0,1,0,2,1,4,4,1,0,6,3,1952,3,2,504,3,3,"N",0,0,0,0,0,0,5,5,4,54,6,2010,5,"Alloca",55993
814,20,6,75,9750,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Gable","CompShg",9,9,2,243,"TA","TA","CBlock",3,3,4,4,608,6,0,834,1442,"GasA","Gd","Y",1,1442,886,205,1442,0,0,1,1,4,1,3,7,1,0,6,2,1958,2,1,301,3,3,"Y",0,0,275,0,0,0,5,5,4,500,4,2007,5,"Normal",157900
815,50,6,45,8248,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1918,1950,"Gable","CompShg",14,14,4,368,"TA","TA","BrkTil",3,3,4,6,787,6,0,686,686,"GasW","Gd","Y",1,686,564,80,1250,0,1,1,1,3,1,4,7,1,0,6,6,1955,3,1,280,3,3,"P",207,0,96,0,0,0,5,5,6,0,7,2006,4,"Normal",116000
816,20,6,48,12137,"Pave",1,"IR2","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg",15,15,2,442,"TA","TA","PConc",2,3,4,6,1540,6,0,1649,1649,"GasA","Ex","Y",1,1661,728,513,1661,0,0,2,0,3,1,2,6,1,0,6,2,1998,2,2,598,3,3,"Y",0,34,0,0,0,0,5,5,6,0,5,2010,9,"Normal",224900
817,20,6,90,11425,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg",4,4,4,98,"TA","TA","CBlock",3,3,4,3,486,6,0,522,1008,"GasA","Gd","Y",1,1008,848,436,1008,0,0,1,0,2,1,3,4,1,1,2,2,1954,2,1,275,3,3,"Y",0,0,120,0,0,0,5,5,6,0,7,2006,4,"Normal",137000
818,20,6,70,13265,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg",6,9,2,148,"Gd","TA","PConc",2,3,4,1,1218,6,0,350,1568,"GasA","Ex","Y",1,1689,887,528,1689,1,0,2,0,3,1,2,7,1,2,2,2,2002,2,3,857,3,3,"Y",150,59,0,0,0,0,5,5,6,0,7,2008,4,"Normal",271000
819,80,6,80,8816,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","CompShg",7,7,2,80,"TA","TA","CBlock",3,3,2,1,504,6,0,506,1010,"GasA","Gd","Y",1,1052,779,232,1052,1,0,1,0,3,1,3,6,1,0,6,2,1971,3,2,440,3,3,"Y",0,0,0,0,0,0,5,2,6,0,6,2010,4,"Normal",155000
820,120,6,44,6371,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","CompShg",15,15,5,128,"Gd","TA","PConc",2,3,3,1,733,6,0,625,1358,"GasA","Ex","Y",1,1358,703,234,1358,1,0,2,0,2,1,2,6,1,1,2,2,2010,2,2,484,3,3,"Y",192,35,0,0,0,0,5,5,6,0,6,2010,4,"Partial",224000
821,60,6,72,7226,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg",15,15,4,259,"Gd","TA","PConc",2,3,4,6,314,6,0,798,798,"GasA","Ex","Y",1,798,842,140,1640,0,0,2,1,3,1,2,6,1,0,6,2,2003,2,2,595,3,3,"Y",0,45,0,0,0,0,5,5,6,0,6,2008,4,"Normal",183000
822,20,8,60,6000,"Pave",2,"Reg","Bnk",1,"Inside","Mod","OldTown","Norm","Norm","2fmCon","1Story",4,4,1953,1953,"Gable","CompShg",9,9,4,182,"Fa","TA","CBlock",4,3,4,6,516,6,0,936,936,"GasA","TA","N",1,936,933,259,936,0,0,1,0,2,1,3,4,3,0,6,6,1974,3,2,576,3,3,"Y",0,32,112,0,0,0,5,5,6,0,2,2009,4,"Normal",93000
823,60,6,78,12394,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg",15,15,4,196,"Gd","TA","PConc",2,3,1,6,131,6,0,847,847,"GasA","Ex","Y",1,847,886,481,1733,0,0,2,1,3,1,2,7,1,1,2,4,2003,1,2,433,3,3,"Y",100,48,0,0,0,0,5,5,6,0,10,2007,9,"Family",225000
824,50,6,60,9900,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","CompShg",15,15,4,183,"TA","TA","BrkTil",3,3,4,6,288,6,0,778,778,"GasA","TA","Y",1,944,545,1064,1489,0,0,2,0,3,1,3,7,1,1,2,6,1940,3,1,240,3,3,"Y",335,0,0,0,0,0,5,3,6,0,7,2009,5,"Normal",139500
825,20,3,81,11216,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg",15,15,4,306,"Gd","TA","PConc",2,2,4,6,444,6,0,1489,1489,"GasA","Ex","Y",1,1489,240,436,1489,0,0,2,0,3,1,2,7,1,1,2,2,2006,2,2,776,3,3,"Y",0,140,0,0,0,0,5,5,6,0,6,2006,4,"Partial",232600
826,20,6,114,14803,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NridgHt","PosN","PosN","1Fam","1Story",10,5,2007,2008,"Hip","CompShg",6,7,2,816,"Ex","TA","PConc",1,3,2,1,1636,6,0,442,2078,"GasA","Ex","Y",1,2084,611,205,2084,1,0,2,0,2,1,1,7,1,1,2,2,2007,1,3,1220,3,3,"Y",188,45,0,0,0,0,5,5,6,0,6,2008,4,"Partial",385000
827,45,8,50,6130,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","CompShg",9,9,4,153,"TA","TA","BrkTil",3,3,4,2,784,6,0,175,784,"GasA","Gd","Y",1,784,754,232,784,1,0,1,0,2,1,2,5,1,0,6,7,1965,4,0,0,6,6,"Y",0,0,116,0,0,0,5,5,6,0,5,2008,9,"Normal",109500
828,20,6,65,8529,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg",15,15,4,420,"Gd","TA","PConc",2,3,4,1,20,6,0,1434,1454,"GasA","Ex","Y",1,1434,720,436,1434,0,0,2,0,3,1,2,6,1,1,3,2,2001,2,2,527,3,3,"Y",290,39,0,0,0,0,5,5,6,0,4,2009,5,"Normal",189000
829,60,6,65,28698,"Pave",1,"IR2","Low",1,"CulDSac","Sev","ClearCr","Norm","Norm","1Fam","2Story",5,5,1967,1967,"Flat","Tar&Grv",11,11,4,220,"TA","TA","PConc",3,2,1,5,249,2,764,691,1013,"GasA","TA","Y",1,1160,966,390,2126,0,1,2,1,3,1,3,7,3,0,6,2,1967,1,2,538,3,3,"Y",486,0,0,0,225,0,5,5,6,0,6,2009,5,"Abnorml",185000
830,160,3,24,2544,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","CompShg",9,9,4,528,"Gd","TA","PConc",2,3,4,6,414,6,0,600,600,"GasA","Ex","Y",1,520,623,80,1223,0,0,2,1,2,1,2,4,1,0,6,6,2005,2,2,480,3,3,"Y",0,166,0,0,0,0,5,5,6,0,7,2006,9,"Normal",147400
831,20,6,80,11900,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg",7,7,2,387,"TA","TA","CBlock",3,3,4,4,1040,6,0,352,1392,"GasA","TA","Y",2,1392,920,371,1392,1,0,1,1,3,1,3,6,1,2,2,2,1957,2,2,458,3,3,"Y",0,0,0,0,192,0,5,5,6,0,6,2008,9,"Normal",166000
832,160,3,30,3180,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg",9,9,4,584,"TA","TA","PConc",2,3,4,6,276,6,0,600,600,"GasA","Ex","Y",1,520,600,80,1200,0,0,2,1,2,1,2,4,1,0,6,6,2005,2,2,480,3,3,"Y",0,166,0,0,0,0,5,5,6,0,6,2006,4,"Normal",151000
833,60,6,44,9548,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,6,2003,2003,"Gable","CompShg",15,15,2,223,"Gd","TA","PConc",2,3,4,1,483,6,0,458,941,"GasA","Ex","Y",1,941,888,390,1829,1,0,2,1,3,1,2,7,1,1,3,2,2003,2,2,613,3,3,"Y",192,39,0,0,0,0,5,5,6,0,1,2010,4,"Normal",237000
834,20,6,100,10004,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Gable","CompShg",7,11,2,180,"TA","TA","CBlock",3,3,4,4,196,3,345,975,1516,"GasA","TA","Y",1,1516,1407,140,1516,0,0,1,1,3,1,3,6,1,0,6,2,1964,2,2,472,3,3,"Y",0,0,0,0,152,0,5,5,6,0,2,2009,9,"Normal",167000
835,20,6,75,7875,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg",15,15,2,136,"TA","TA","CBlock",3,3,4,4,572,6,0,572,1144,"GasA","Gd","Y",1,1144,1285,312,1144,1,0,1,0,3,1,3,6,1,0,6,2,1961,3,2,456,3,3,"Y",0,0,0,0,0,0,5,3,6,0,9,2008,5,"Normal",139950
836,20,6,60,9600,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,7,1950,1995,"Gable","CompShg",15,7,4,653,"TA","TA","CBlock",2,3,4,3,442,6,0,625,1067,"GasA","TA","Y",1,1067,1028,473,1067,0,0,2,0,2,1,2,4,3,0,6,2,1996,3,2,436,3,3,"Y",290,0,0,0,0,0,5,5,6,0,2,2010,4,"Normal",128000
837,30,8,90,8100,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1948,1973,"Gable","CompShg",15,15,4,340,"TA","TA","BrkTil",3,3,4,4,338,6,0,1221,1559,"GasA","Gd","Y",1,1559,1319,515,1559,1,0,1,0,2,1,3,5,3,0,6,6,1948,3,2,812,3,3,"Y",0,116,230,0,0,0,5,3,6,0,6,2007,5,"Normal",153500
838,160,8,21,1680,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg",7,7,2,158,"TA","TA","CBlock",3,3,4,3,330,6,0,153,483,"GasA","TA","Y",1,483,504,205,987,1,0,1,1,2,1,3,5,1,0,6,6,1973,3,1,264,3,3,"Y",0,0,0,0,0,0,5,5,6,0,11,2008,4,"Normal",100000
839,20,6,75,9525,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg",15,15,4,141,"TA","TA","PConc",2,3,4,6,856,6,0,1099,1099,"GasA","Ex","Y",1,1099,434,431,1099,0,0,1,1,3,1,2,6,1,0,6,2,1999,3,1,352,3,3,"Y",278,0,0,0,0,0,5,5,6,0,6,2008,4,"Normal",144000
840,50,6,70,11767,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","CompShg",9,9,4,112,"TA","TA","CBlock",3,3,4,3,352,6,0,416,768,"GasA","Ex","Y",1,768,432,512,1200,0,0,1,0,3,1,3,6,1,0,6,6,1946,3,1,240,3,3,"Y",0,0,0,0,0,0,5,5,6,0,5,2008,4,"Normal",130500
841,70,5,77,12155,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg",16,16,4,295,"TA","TA","BrkTil",3,3,4,3,156,6,0,516,672,"GasA","TA","N",1,810,672,80,1482,0,0,2,0,4,1,4,7,1,0,6,6,1934,3,1,400,3,3,"P",0,0,254,0,0,0,5,5,6,0,3,2008,4,"Normal",140000
842,70,8,60,10440,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg",9,9,4,24,"TA","TA","PConc",3,3,4,6,305,6,0,650,650,"GasA","Gd","Y",1,958,581,80,1539,0,0,2,0,3,1,2,8,1,1,5,6,1983,3,2,686,2,3,"P",70,78,68,0,0,0,5,5,6,0,6,2008,5,"Normal",157500
843,80,6,82,9020,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","CompShg",7,7,2,183,"TA","TA","CBlock",3,3,1,4,312,2,539,276,1127,"GasA","TA","Y",1,1165,1080,108,1165,1,0,1,1,3,1,3,6,1,0,6,2,1966,2,2,490,2,2,"Y",0,129,0,0,0,0,5,1,6,0,5,2008,5,"Normal",174900
844,90,6,80,8000,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","NAmes","Artery","Norm","Duplex","1Story",5,4,1961,1961,"Gable","CompShg",4,4,4,975,"TA","TA","CBlock",3,3,4,6,572,6,0,1800,1800,"GasA","Ex","N",1,1800,644,450,1800,0,0,2,0,6,2,3,10,1,0,6,7,1949,4,0,0,6,6,"Y",0,0,0,0,0,0,5,5,6,0,7,2007,4,"Normal",141000
845,50,8,100,12665,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,8,1915,1950,"Gable","CompShg",16,16,4,170,"TA","TA","BrkTil",3,3,3,6,595,6,0,876,876,"GasA","Gd","Y",1,876,540,360,1416,0,0,1,1,4,1,3,7,1,1,2,6,1949,3,3,720,3,3,"Y",418,0,194,0,0,0,5,5,6,0,6,2008,5,"Normal",153900
846,85,6,59,16647,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,1975,1981,"Gable","CompShg",7,7,4,120,"TA","TA","CBlock",2,3,1,2,1390,6,0,221,1390,"GasA","TA","Y",1,1701,596,362,1701,1,0,2,0,3,1,3,6,3,2,3,3,1975,1,2,611,3,3,"Y",0,0,0,0,0,0,5,5,6,0,1,2007,9,"Normal",171000
847,60,6,75,9317,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg",7,7,2,137,"Gd","TA","PConc",2,3,4,2,513,6,0,227,740,"GasA","Ex","Y",1,1006,769,80,1775,1,0,2,1,3,1,2,7,1,1,3,2,1993,3,2,425,3,3,"Y",234,72,192,0,0,0,5,5,6,0,7,2009,5,"Normal",213000
848,20,6,36,15523,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,1972,"Gable","CompShg",7,11,4,260,"TA","TA","CBlock",3,3,2,3,460,6,0,404,864,"GasA","Ex","Y",1,864,432,156,864,1,0,1,0,3,1,3,5,1,1,4,2,1972,3,1,338,3,3,"Y",0,0,0,0,0,0,5,5,6,0,8,2009,5,"Normal",133500
849,50,6,75,45600,"Pave",1,"IR2","Bnk",1,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","CompShg",16,16,4,573,"TA","TA","BrkTil",3,3,4,6,24,6,0,907,907,"GasA","TA","Y",1,1307,1051,360,2358,0,0,3,0,5,1,3,10,1,1,2,6,1908,3,2,360,4,3,"Y",486,40,0,0,175,0,5,5,6,0,9,2008,4,"Normal",240000
850,80,6,80,9600,"Pave",1,"Reg","Lvl",1,"FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",6,7,1976,1994,"Hip","CompShg",11,11,2,360,"Gd","Gd","CBlock",3,3,4,6,445,6,0,528,528,"GasA","Ex","Y",1,1094,761,397,1855,0,0,2,1,3,1,3,7,1,1,3,2,1976,2,2,512,3,3,"Y",113,100,0,0,0,0,5,5,6,0,8,2007,5,"Normal",187000
851,120,8,36,4435,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg",15,15,2,170,"Gd","TA","PConc",2,3,2,1,659,6,0,189,848,"GasA","Ex","Y",1,848,1194,120,848,1,0,1,0,1,1,2,3,1,0,6,2,2003,1,2,420,3,3,"Y",140,0,0,0,0,0,5,5,6,0,11,2007,4,"Normal",131500
852,120,6,74,3196,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","CompShg",15,15,2,40,"Gd","TA","PConc",2,3,1,6,380,6,0,1273,1273,"GasA","Ex","Y",1,1456,512,234,1456,0,0,2,0,2,1,2,7,1,1,3,2,2003,1,2,400,3,3,"Y",143,20,0,0,0,0,5,5,6,0,5,2006,4,"Normal",215000
853,75,6,53,7128,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","CompShg",9,9,4,233,"TA","Gd","CBlock",3,3,4,4,364,6,0,554,918,"GasA","Gd","Y",1,918,728,205,1646,0,0,2,0,4,1,3,7,1,2,2,6,1941,3,1,240,3,3,"Y",0,0,0,0,126,0,5,2,6,0,8,2007,4,"Normal",164000
854,80,6,42,12095,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","CompShg",9,7,2,115,"TA","Gd","CBlock",3,3,1,4,564,6,0,563,1127,"GasA","TA","Y",1,1445,640,697,1445,0,0,1,1,3,1,3,7,1,1,4,2,1964,2,2,645,3,3,"Y",180,0,0,0,0,0,5,2,6,0,8,2009,4,"Normal",158000
855,20,6,102,17920,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,4,1955,1974,"Hip","CompShg",16,11,4,137,"TA","TA","CBlock",3,3,3,2,306,4,1085,372,1763,"GasA","TA","Y",1,1779,1315,80,1779,1,0,1,1,3,1,3,6,1,1,2,2,1955,3,2,454,3,3,"Y",0,418,0,0,312,0,5,5,6,0,7,2006,5,"Abnorml",170000
856,20,6,62,6897,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1962,2010,"Gable","CompShg",7,7,4,216,"TA","Gd","CBlock",3,3,4,2,659,6,0,381,1040,"GasA","Ex","Y",1,1040,884,481,1040,1,0,1,1,3,1,3,6,1,0,6,6,1962,3,1,260,3,3,"Y",0,104,0,0,0,0,5,5,6,0,4,2010,4,"Normal",127000
857,80,6,69,10970,"Pave",2,"IR1","Low",1,"Inside","Mod","CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg",11,7,4,816,"TA","TA","CBlock",2,2,1,1,505,5,435,204,940,"GasA","TA","Y",1,1026,510,312,1026,1,0,1,0,3,1,3,5,1,0,6,6,1981,3,2,576,3,4,"Y",0,0,34,0,0,0,5,2,6,0,10,2008,4,"Normal",147000
858,60,6,65,8125,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg",7,7,4,108,"TA","TA","PConc",2,3,4,6,489,6,0,702,702,"GasA","Gd","Y",1,702,779,234,1481,0,0,2,1,3,1,3,6,1,1,3,2,1994,1,2,343,3,3,"Y",0,36,0,0,0,0,5,5,6,0,3,2009,4,"Normal",174000
859,20,6,80,10400,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1976,1976,"Gable","CompShg",7,7,2,189,"TA","TA","CBlock",2,3,4,6,126,6,0,1090,1090,"GasA","TA","Y",1,1370,886,259,1370,0,0,2,0,3,1,3,6,1,1,3,2,1976,2,2,479,3,3,"Y",0,0,0,0,0,0,5,2,6,0,6,2009,9,"Family",152000
860,60,6,71,11029,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1968,1984,"Gable","CompShg",7,7,2,220,"TA","TA","CBlock",3,3,3,3,619,6,0,435,1054,"GasA","TA","Y",1,1512,1142,1064,2654,1,0,2,1,4,1,2,9,1,1,2,2,1968,3,2,619,3,3,"Y",0,65,0,0,222,0,5,5,6,0,8,2006,4,"Normal",250000
861,50,6,55,7642,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","CompShg",16,16,4,104,"Gd","TA","BrkTil",3,3,4,6,732,6,0,912,912,"GasA","Gd","Y",1,912,514,697,1426,0,0,1,1,3,1,2,7,1,1,2,6,1925,3,1,216,3,3,"Y",0,240,0,0,0,0,5,1,6,0,6,2007,4,"Normal",189950
862,190,6,75,11625,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","CompShg",11,7,4,176,"TA","TA","PConc",3,3,3,3,841,6,0,198,1039,"GasA","Ex","Y",1,1039,550,513,1039,1,0,1,1,3,1,3,6,1,0,6,2,1965,3,2,504,3,3,"Y",0,0,0,0,0,0,5,5,6,0,4,2010,4,"Normal",131500
863,20,6,81,9672,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1984,1985,"Hip","CompShg",7,11,4,16,"TA","TA","PConc",2,3,4,1,338,6,0,702,1040,"GasA","TA","Y",1,1097,702,473,1097,0,0,2,0,3,1,3,6,1,0,6,2,1986,3,2,480,3,3,"Y",0,0,0,0,0,0,5,1,6,0,5,2010,4,"Normal",152000
864,20,6,70,7931,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg",4,11,4,422,"TA","TA","CBlock",3,3,4,3,1148,6,0,286,1148,"GasA","TA","Y",1,1148,828,80,1148,1,0,1,0,3,1,3,6,1,0,6,2,1959,3,1,672,3,3,"Y",0,0,0,0,0,0,5,1,6,0,7,2009,4,"Normal",132500
865,20,3,72,8640,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg",15,15,4,104,"Gd","TA","PConc",1,3,4,6,341,6,0,1372,1372,"GasA","Ex","Y",1,1372,499,312,1372,0,0,2,0,3,1,2,6,1,0,6,2,2008,1,2,529,3,3,"Y",0,140,0,0,0,0,5,5,6,0,5,2008,4,"Partial",250580
866,20,6,63,8750,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1970,1970,"Gable","CompShg",9,9,2,76,"TA","TA","CBlock",3,3,4,3,828,6,0,174,1002,"GasA","TA","Y",1,1002,1340,80,1002,1,0,1,0,3,1,3,5,1,0,6,6,1973,3,2,902,3,3,"Y",0,0,0,0,0,0,5,2,6,0,8,2009,7,"Normal",148500
867,20,6,67,10656,"Pave",2,"IR1","HLS",1,"Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg",15,15,5,274,"Gd","TA","PConc",2,3,2,6,560,6,0,1638,1638,"GasA","Ex","Y",1,1646,1104,360,1646,0,0,2,0,3,1,2,6,1,1,2,2,2007,2,3,870,3,3,"Y",192,80,0,0,0,0,5,5,6,0,11,2007,4,"Partial",248900
868,20,6,85,6970,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg",15,15,4,184,"TA","TA","CBlock",3,3,4,2,932,6,0,108,1040,"GasA","TA","Y",1,1120,348,384,1120,1,0,1,1,3,1,4,5,1,0,6,2,1961,2,2,544,3,3,"Y",168,0,0,0,0,0,5,5,4,400,5,2007,4,"Normal",129000
869,60,6,100,14762,"Pave",2,"IR2","Lvl",1,"Corner","Gtl","Gilbert","Feedr","Norm","1Fam","2Story",5,6,1948,1950,"Gable","CompShg",11,11,4,360,"TA","TA","Slab",6,6,5,7,570,7,0,1422,980,"GasA","Gd","Y",1,1547,720,53,2320,0,0,2,0,2,1,3,7,1,1,3,2,1979,3,2,672,3,3,"P",120,144,0,0,0,0,5,5,6,0,5,2006,5,"Normal",169000
870,60,6,80,9938,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg",9,9,2,246,"Gd","TA","PConc",2,3,4,1,750,6,0,300,1050,"GasA","Ex","Y",1,1062,887,436,1949,1,0,2,1,3,1,2,8,1,1,3,2,1993,1,2,574,3,3,"Y",156,90,0,0,0,0,5,1,6,0,6,2010,4,"Normal",236000
871,20,6,60,6600,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","PosN","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg",9,9,4,600,"TA","TA","CBlock",3,3,4,6,678,6,0,894,894,"GasA","Gd","N",1,894,1440,114,894,0,0,1,0,2,1,3,5,1,0,6,6,1962,3,1,308,3,3,"Y",0,0,0,0,0,0,5,5,6,0,8,2009,5,"Normal",109500
