"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1895,20,6,70,11767,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg",7,7,2,259,"TA","TA","CBlock",3,3,4,4,546,6,0,604,1150,"GasA","Ex","Y",1,1560,913,360,1560,0,0,1,0,2,1,3,7,2,1,3,2,1956,3,1,313,3,3,"Y",0,0,0,0,0,0,5,5,6,0,5,2009,5,"Normal",103500
1896,50,6,45,8212,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg",16,16,4,32,"TA","TA","CBlock",3,3,4,4,626,6,0,94,720,"GasA","Ex","Y",1,854,444,53,1298,0,0,1,0,3,1,3,6,1,2,2,6,1940,3,1,256,3,3,"Y",84,0,0,0,0,0,5,5,6,0,9,2009,4,"Normal",122000
1897,50,5,70,6300,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,4,1938,1950,"Gable","CompShg",9,9,2,88,"TA","TA","PConc",3,4,4,5,832,6,0,975,832,"GasA","TA","Y",1,832,436,436,1268,0,0,1,1,3,1,3,7,1,2,2,3,1938,3,1,250,3,3,"Y",0,0,55,0,0,0,5,5,6,0,7,2009,5,"Abnorml",160000
1898,70,6,43,5707,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story",6,6,1935,1950,"Gable","CompShg",16,16,4,251,"TA","TA","BrkTil",3,3,4,6,24,6,0,583,583,"GasA","Gd","Y",3,647,595,232,1242,0,0,1,1,3,1,3,6,1,1,2,6,1926,3,1,180,4,3,"Y",329,96,0,0,0,0,5,5,6,0,3,2009,4,"Normal",105000
1899,30,6,64,8574,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,8,1916,2000,"Gable","CompShg",14,14,4,116,"Gd","TA","BrkTil",3,3,4,6,1094,6,0,816,816,"GasA","Ex","Y",1,1232,884,360,1232,0,0,1,0,3,1,2,6,1,1,2,6,1916,3,2,440,3,3,"Y",0,0,180,0,0,0,5,5,6,0,10,2009,5,"Normal",147500
1900,70,6,53,7155,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,8,1918,1990,"Gambrel","CompShg",16,16,4,40,"TA","TA","BrkTil",3,4,3,6,994,6,0,600,600,"GasA","Ex","Y",1,628,600,114,1228,0,0,1,0,3,1,3,6,1,1,2,6,1918,3,1,215,4,3,"Y",0,113,0,0,195,0,5,2,6,0,5,2009,4,"Normal",137000
1901,50,6,60,13680,"Pave",1,"Reg","HLS",1,"Inside","Mod","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","CompShg",16,16,4,292,"TA","TA","CBlock",3,3,4,2,728,6,0,112,840,"GasA","Ex","Y",1,840,727,397,1567,1,0,1,1,2,1,3,6,3,2,3,6,1961,3,2,440,3,3,"Y",0,21,150,0,0,0,5,1,6,0,2,2009,5,"Normal",205000
1902,20,6,80,14680,"Pave",1,"IR1","HLS",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,4,1960,1960,"Gable","CompShg",9,9,4,76,"TA","TA","CBlock",3,3,4,4,793,6,0,480,1273,"GasA","Ex","Y",1,1273,848,144,1273,0,0,1,0,2,1,3,5,1,0,6,2,1960,3,1,307,3,3,"Y",483,0,0,0,115,0,5,2,6,0,6,2009,4,"Normal",155000
1903,90,6,90,8145,"Pave",1,"IR1","HLS",1,"Corner","Gtl","Crawfor","Norm","Norm","Duplex","2.5Unf",7,6,1940,1950,"Gable","CompShg",16,16,4,145,"TA","TA","BrkTil",3,3,4,5,246,6,0,674,920,"GasA","Ex","Y",1,1240,1240,205,2480,0,0,2,1,5,2,3,13,1,2,2,6,1940,3,2,400,3,3,"Y",0,0,57,0,0,0,5,5,6,0,7,2009,4,"Normal",205000
1904,20,6,70,9100,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Crawfor","Feedr","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg",4,4,4,81,"TA","Gd","BrkTil",3,3,3,4,154,2,694,264,1112,"GasA","Ex","Y",1,1112,1171,397,1112,1,0,1,0,2,1,3,6,1,1,2,2,1954,3,1,390,3,3,"Y",0,0,0,0,0,0,5,2,6,0,10,2009,4,"Family",144800
1905,20,6,90,13339,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,6,1960,1960,"Gable","CompShg",7,11,5,132,"TA","TA","CBlock",3,3,4,5,65,3,875,621,1561,"GasA","TA","Y",1,1561,895,80,1561,1,0,2,0,3,1,3,6,1,1,2,2,1960,1,2,463,3,3,"Y",0,148,0,0,120,0,5,5,6,0,5,2009,4,"Normal",193000
1906,50,6,78,15600,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,7,1949,2005,"Gable","CompShg",3,15,4,128,"TA","TA","BrkTil",3,3,4,3,312,4,507,248,1067,"GasW","Fa","N",1,986,537,80,1523,1,0,2,0,3,1,4,7,6,1,3,2,1949,3,1,295,3,3,"Y",0,0,81,0,0,0,5,5,6,0,10,2009,5,"Normal",158000
1907,20,6,100,17500,"Pave",2,"Reg","Bnk",1,"Corner","Mod","Crawfor","PosA","Norm","1Fam","1Story",6,5,1954,1954,"Gable","CompShg",7,7,5,420,"TA","TA","PConc",3,3,2,5,784,3,435,91,1310,"GasA","Ex","Y",1,1906,601,390,1906,1,0,1,1,3,1,3,6,1,2,2,3,1954,3,2,576,3,3,"Y",0,201,0,0,0,0,5,5,6,0,1,2009,5,"Normal",224000
1908,160,8,24,1733,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg",9,9,4,40,"TA","TA","CBlock",3,3,4,6,375,6,0,516,516,"GasA","TA","Y",1,516,516,528,1032,0,0,1,0,2,1,3,5,1,1,3,6,1980,3,2,452,3,3,"Y",279,0,0,0,0,0,5,1,6,0,5,2009,4,"Normal",115000
1909,160,8,24,1488,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Blueste","Norm","Norm","TwnhsE","2Story",6,6,1980,1992,"Gable","CompShg",9,9,4,336,"TA","Gd","CBlock",2,3,3,2,471,6,0,90,561,"GasA","TA","Y",1,561,668,232,1229,1,0,1,1,2,1,2,5,1,1,3,2,1980,1,2,462,3,3,"Y",176,0,0,0,0,0,5,1,6,0,10,2009,5,"Normal",137000
1910,160,8,24,1612,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg",9,9,4,244,"TA","TA","CBlock",2,3,4,6,930,6,0,561,561,"GasA","TA","Y",1,561,668,108,1229,0,0,1,1,2,1,3,5,1,1,3,2,1980,1,2,462,3,3,"Y",154,0,0,0,0,0,5,2,6,0,7,2009,4,"Normal",121000
1911,80,6,65,13607,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","SLvl",6,6,1986,1986,"Gable","CompShg",15,15,2,242,"TA","Gd","CBlock",3,3,4,2,454,6,0,118,572,"GasA","Gd","Y",1,1182,800,232,1982,1,0,2,1,3,1,3,6,1,1,3,4,1986,1,2,501,3,3,"Y",400,112,0,0,0,0,5,5,4,1500,4,2009,4,"Normal",208000
1912,20,6,70,17597,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",7,9,1971,2009,"Hip","CompShg",4,4,4,216,"Gd","Gd","CBlock",2,3,4,1,803,2,419,581,1803,"GasA","TA","Y",1,2365,704,232,2365,1,0,2,0,3,1,1,7,2,2,2,2,1971,1,2,551,3,3,"Y",200,144,0,0,0,0,5,1,6,0,7,2009,5,"Normal",315000
1913,70,8,50,8660,"Pave",2,"Reg","Bnk",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,6,1900,1993,"Gambrel","CompShg",1,1,4,298,"TA","TA","BrkTil",3,3,4,6,165,6,0,760,760,"GasA","Ex","N",1,928,928,312,2168,0,0,2,0,5,1,2,11,1,0,6,6,1998,3,2,576,3,3,"Y",467,160,78,0,0,0,5,5,6,0,12,2009,4,"Normal",123000
1914,30,6,60,10200,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,1925,1950,"Gable","CompShg",9,9,4,584,"TA","TA","BrkTil",3,3,4,6,626,6,0,572,572,"GasA","Fa","N",4,572,1414,479,572,0,0,1,0,2,1,3,4,1,0,6,6,1940,3,1,200,3,3,"N",0,0,72,0,0,0,5,5,6,0,5,2009,4,"Normal",75000
1915,120,8,44,3843,"Pave",1,"IR1","HLS",1,"Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2007,2008,"Hip","CompShg",6,1,5,174,"Ex","TA","PConc",1,3,1,1,1476,6,0,120,1596,"GasA","Ex","Y",1,1648,620,528,1648,1,1,2,0,2,1,1,5,1,1,2,2,2007,1,2,482,3,3,"Y",162,53,0,153,0,0,5,5,6,0,6,2009,4,"Partial",230000
1916,30,8,109,21780,"Grvl",1,"Reg","Lvl",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,4,1910,1950,"Gable","CompShg",16,16,4,360,"Fa","Fa","CBlock",6,6,5,7,297,7,0,1632,816,"GasA","TA","N",2,810,590,572,810,0,0,1,0,1,1,3,4,2,0,6,6,1975,3,1,280,3,3,"N",119,24,0,0,0,0,5,5,6,0,3,2009,9,"Normal",57625
1917,60,6,75,10125,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",8,5,2000,2001,"Gable","CompShg",6,9,4,210,"Gd","TA","PConc",2,3,4,2,445,3,250,412,1107,"GasA","Ex","Y",1,1040,1012,371,2052,0,0,2,1,3,1,2,7,1,1,3,4,2000,1,3,642,3,3,"Y",210,91,0,0,0,0,5,5,6,0,5,2009,4,"Normal",251000
1918,85,6,75,9750,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,6,1977,1977,"Gable","CompShg",11,11,4,296,"TA","TA","CBlock",3,3,2,2,767,6,0,135,902,"GasA","Ex","Y",1,926,110,205,926,1,0,1,0,2,1,3,5,1,1,3,2,1977,3,1,351,3,3,"Y",319,0,0,0,0,0,5,2,6,0,4,2009,4,"Normal",156450
1919,85,6,72,9360,"Pave",2,"Reg","Bnk",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",6,7,1977,1977,"Gable","CompShg",11,11,4,115,"TA","TA","CBlock",2,3,2,1,841,5,116,844,957,"GasA","TA","Y",1,1287,218,473,1287,1,0,1,1,2,1,3,5,1,2,4,2,1977,2,2,541,3,3,"Y",302,39,0,0,120,0,5,3,6,0,11,2009,5,"Normal",173000
1920,20,6,82,11070,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1991,1991,"Gable","CompShg",7,7,4,210,"TA","TA","PConc",2,3,4,3,55,6,0,1527,1582,"GasA","TA","Y",1,1595,678,481,1595,1,0,2,0,2,1,3,5,1,0,6,6,1991,3,2,672,3,3,"Y",0,0,0,0,0,0,5,5,6,0,4,2009,5,"Abnorml",152000
1921,20,6,113,13438,"Pave",1,"IR1","HLS",1,"Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg",6,15,5,246,"Ex","TA","CBlock",1,3,1,1,1758,6,0,432,2190,"GasA","Ex","Y",1,2036,400,120,2036,1,0,2,0,3,1,1,9,1,1,1,2,2008,1,3,780,3,3,"Y",90,154,0,0,0,0,5,5,6,0,7,2009,4,"Normal",410000
1922,20,6,79,14463,"Pave",1,"IR1","HLS",1,"Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg",6,7,2,406,"Ex","TA","PConc",1,3,1,1,1115,6,0,526,1641,"GasA","Ex","Y",1,1641,510,120,1641,1,0,2,0,3,1,1,7,1,0,6,2,2008,1,3,885,3,3,"Y",0,95,0,0,0,0,5,5,6,0,1,2009,4,"Normal",316500
1923,60,6,52,9839,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","Timber","Norm","Norm","1Fam","2Story",6,8,1980,2006,"Gable","CompShg",9,9,4,220,"TA","Gd","PConc",2,3,4,2,462,6,0,250,712,"GasA","Ex","Y",1,1375,862,431,2237,0,0,2,1,3,1,2,7,1,1,3,4,1980,1,2,440,3,3,"Y",305,24,0,0,0,0,5,5,4,2500,2,2009,5,"Normal",204000
1924,80,6,125,14419,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","Timber","Norm","Norm","1Fam","SLvl",7,5,1987,1989,"Hip","CompShg",11,11,2,310,"TA","TA","PConc",2,3,1,1,904,2,624,117,1645,"GasA","Ex","Y",1,1479,462,450,1479,2,0,2,1,3,1,2,7,2,1,4,2,1987,1,2,578,3,3,"Y",224,238,0,0,0,0,5,5,6,0,7,2009,4,"Normal",213500
1925,60,6,75,9157,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg",15,15,4,203,"Gd","TA","PConc",2,3,4,6,733,6,0,912,912,"GasA","Ex","Y",1,1072,942,259,2014,0,0,2,1,3,1,2,9,1,0,6,2,2003,1,2,486,3,3,"Y",124,114,0,0,0,0,5,5,6,0,2,2009,4,"Abnorml",170000
1926,20,6,85,12633,"Pave",1,"IR1","HLS",1,"Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg",6,15,5,290,"Ex","TA","PConc",1,3,1,1,1640,6,0,338,1978,"GasA","Ex","Y",1,1978,858,436,1978,1,0,2,0,2,1,1,7,1,1,2,2,2007,1,3,920,3,3,"Y",308,52,0,0,0,0,5,5,6,0,5,2009,5,"Normal",425000
1927,20,6,75,12518,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1968,1968,"Gable","CompShg",7,7,2,182,"TA","TA","CBlock",3,3,4,2,532,6,0,476,1008,"GasA","Gd","Y",1,1008,180,140,1008,0,0,1,0,3,1,2,6,1,0,6,2,1968,3,1,384,3,3,"Y",144,0,0,0,0,0,5,2,6,0,4,2009,5,"Normal",139500
1928,20,6,83,13383,"Pave",1,"IR1","Lvl",1,"Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1969,2000,"Hip","CompShg",7,7,2,176,"TA","TA","CBlock",3,3,4,3,594,6,0,594,1188,"GasA","Ex","Y",1,1404,940,80,1404,0,0,2,0,3,1,3,7,1,1,5,2,1969,3,2,504,3,3,"Y",0,16,0,0,0,0,5,5,6,0,3,2009,2,"Normal",160000
1929,85,6,50,7689,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,8,1972,1972,"Gable","CompShg",9,9,4,40,"TA","TA","CBlock",2,3,2,1,720,3,76,448,796,"GasA","Gd","Y",1,796,651,481,796,0,1,1,0,2,1,3,4,1,0,6,6,1998,3,1,336,3,3,"Y",138,0,0,0,0,0,5,2,6,0,7,2009,4,"Normal",131900
1930,80,6,62,7706,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1993,1996,"Gable","CompShg",7,7,4,466,"TA","Gd","CBlock",2,3,2,4,114,1,270,840,384,"GasA","Ex","Y",1,1091,750,384,1091,0,1,1,0,2,1,3,5,1,0,6,2,1993,1,1,429,3,3,"Y",280,0,0,0,0,0,5,5,4,700,8,2009,4,"Normal",131250
1931,85,6,70,7669,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,6,1992,1993,"Gable","CompShg",7,9,4,208,"TA","TA","PConc",2,3,2,1,718,5,110,798,828,"GasA","TA","Y",1,883,917,420,883,1,0,1,0,2,1,3,5,1,1,4,6,1998,3,2,698,3,3,"Y",100,32,0,0,0,0,5,1,6,0,6,2009,4,"Normal",149000
1932,60,6,62,10429,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",5,5,1992,1992,"Gable","CompShg",7,11,4,252,"TA","TA","PConc",2,3,4,2,330,6,0,294,624,"GasA","TA","Y",1,624,663,232,1287,0,0,1,1,3,1,3,6,1,0,6,6,2001,3,2,440,3,3,"Y",150,0,0,0,0,0,5,5,6,0,7,2009,4,"Normal",130000
1933,60,6,70,10457,"Pave",2,"IR1","Lvl",1,"Inside","Mod","Mitchel","Norm","Norm","1Fam","2Story",5,7,1969,1969,"Gable","CompShg",15,15,2,178,"Gd","Ex","CBlock",3,3,1,3,496,5,288,616,784,"GasA","Ex","Y",1,784,848,312,1632,0,0,1,1,4,1,3,7,1,1,3,2,1969,2,2,898,3,3,"Y",0,173,368,0,0,0,5,2,6,0,4,2009,4,"Normal",173000
1934,60,6,72,8702,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg",15,15,4,192,"TA","TA","PConc",3,3,4,3,706,6,0,220,926,"GasA","Ex","Y",1,926,678,205,1604,0,0,2,1,3,1,3,7,1,1,3,2,1997,1,2,470,3,3,"Y",0,36,0,0,0,0,5,5,6,0,4,2008,10,"Normal",187500
1935,60,6,65,8139,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg",15,15,2,119,"TA","TA","PConc",2,3,4,2,476,6,0,204,680,"GasA","Gd","Y",1,680,790,420,1470,0,0,2,1,3,1,3,7,1,1,3,4,1995,1,2,420,3,3,"Y",192,49,0,0,0,0,5,5,6,0,10,2008,4,"Normal",165000
1936,60,6,59,9535,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg",15,15,4,56,"TA","TA","PConc",2,3,1,1,851,6,0,75,926,"GasA","Ex","Y",1,926,678,513,1604,0,0,2,1,3,1,3,7,1,0,6,2,1998,1,2,472,3,3,"Y",100,82,0,0,0,0,5,5,6,0,5,2008,4,"Normal",195500
1937,60,6,32,15038,"Pave",1,"IR2","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1996,1996,"Gable","CompShg",7,7,4,16,"TA","TA","PConc",2,3,4,4,138,6,0,778,916,"GasA","Gd","Y",1,916,720,515,1636,0,0,2,1,3,1,3,7,1,1,3,2,1996,1,2,386,3,3,"Y",168,84,0,0,0,0,5,5,6,0,11,2008,4,"Normal",173000
1938,20,6,53,14137,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",5,5,1996,1997,"Gable","CompShg",7,7,4,160,"Gd","TA","PConc",2,3,4,1,450,6,0,898,1348,"GasA","Gd","Y",1,1384,668,205,1384,1,0,2,0,3,1,2,7,1,0,6,2,1996,3,2,404,3,3,"Y",0,39,0,0,0,0,5,5,6,0,11,2008,10,"Normal",177900
1939,120,6,45,6264,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,1997,1997,"Gable","CompShg",6,15,4,375,"Gd","TA","PConc",1,3,3,1,656,6,0,1008,1664,"GasA","Ex","Y",1,1682,1012,514,1682,1,0,1,1,1,1,2,6,2,1,3,2,1997,1,2,528,3,3,"Y",0,0,0,0,0,0,5,5,6,0,7,2008,5,"Normal",247900
1940,120,6,39,5070,"Pave",1,"IR1","HLS",1,"Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1992,1992,"Gable","CompShg",7,7,4,210,"Gd","TA","PConc",2,3,3,6,685,6,0,1280,1280,"GasA","Ex","Y",1,1280,755,515,1280,0,0,2,0,2,1,2,5,1,0,6,2,1992,2,2,506,3,3,"Y",0,82,0,0,144,0,5,5,6,0,8,2008,2,"Normal",180000
1941,60,6,73,11184,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg",15,15,4,436,"TA","TA","PConc",2,3,4,6,831,6,0,932,932,"GasA","Gd","Y",1,932,701,436,1633,0,0,2,1,3,1,3,7,1,1,3,2,1998,1,2,460,3,3,"Y",0,39,0,0,0,0,5,5,6,0,4,2008,4,"Family",183000
1942,60,6,78,14067,"Pave",1,"Reg","Lvl",1,"FR3","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1991,1991,"Gable","CompShg",7,7,2,194,"TA","TA","PConc",2,3,4,2,504,6,0,332,836,"GasA","Gd","Y",1,851,858,140,1709,1,0,2,1,3,1,2,7,1,0,6,2,1991,1,2,416,3,3,"Y",0,40,0,0,0,0,5,1,6,0,9,2008,4,"Normal",185000
1943,120,6,65,5950,"Pave",2,"IR1","HLS",1,"Inside","Mod","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1989,1989,"Gable","CompShg",7,7,4,153,"Gd","TA","PConc",2,3,1,1,319,6,0,1018,1337,"GasA","Gd","Y",1,1337,630,156,1337,1,0,2,0,2,1,2,5,1,1,3,2,1989,2,2,462,3,3,"Y",0,73,154,0,0,0,5,5,6,0,4,2008,4,"Normal",188500
1944,60,6,101,13543,"Pave",2,"IR1","HLS",1,"Corner","Gtl","StoneBr","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg",15,15,5,130,"Gd","TA","PConc",1,3,1,1,16,6,0,1152,1168,"GasA","Ex","Y",1,1168,1332,312,2500,0,0,3,1,5,1,1,9,1,1,2,4,2005,1,3,683,3,3,"Y",192,32,0,0,0,0,5,5,6,0,7,2008,4,"Normal",355000
1945,20,6,53,15401,"Pave",2,"IR1","HLS",1,"CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2004,2004,"Hip","CompShg",15,15,2,296,"Ex","TA","PConc",1,3,1,1,1337,6,0,547,1884,"GasA","Ex","Y",1,1884,518,473,1884,1,0,2,0,2,1,1,7,1,1,2,2,2004,1,3,670,3,3,"Y",214,76,0,0,0,0,5,5,6,0,9,2008,4,"Normal",387000
1946,20,6,63,31220,"Pave",1,"IR1","Bnk",1,"FR2","Gtl","Gilbert","Feedr","Norm","1Fam","1Story",6,2,1952,1952,"Hip","CompShg",4,4,4,115,"TA","TA","CBlock",3,3,4,6,534,6,0,1632,1632,"GasA","TA","Y",2,1474,574,232,1474,0,0,1,0,3,1,3,7,3,2,2,2,1952,3,2,495,3,3,"Y",0,0,144,0,0,0,5,5,4,750,5,2008,4,"Normal",115000
1947,120,6,60,8118,"Pave",1,"Reg","HLS",1,"Inside","Gtl","StoneBr","PosN","PosN","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg",9,9,2,178,"Ex","TA","PConc",1,3,1,1,1034,6,0,676,1710,"GasA","Ex","Y",1,1710,297,512,1710,1,0,2,0,2,1,1,6,1,1,2,2,2007,2,2,557,3,3,"Y",156,48,0,0,0,0,5,5,6,0,7,2008,4,"Normal",334000
1948,20,6,81,47280,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,5,1950,1950,"Hip","CompShg",1,1,2,44,"TA","TA","CBlock",3,3,4,6,943,6,0,1488,1488,"GasA","Gd","Y",1,1488,886,80,1488,0,0,2,1,3,1,3,6,1,1,3,2,1950,2,2,738,3,3,"Y",0,0,180,0,0,0,5,5,6,0,7,2008,7,"Family",133000
1949,20,6,63,12680,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1988,1988,"Gable","CompShg",11,16,2,102,"Gd","TA","CBlock",2,2,3,1,983,6,0,692,1675,"GasA","Ex","Y",1,1688,600,528,1688,1,0,2,0,2,1,1,6,1,1,1,2,1988,2,2,528,3,3,"Y",0,48,0,0,141,0,5,5,6,0,6,2008,4,"Normal",226500
1950,20,6,60,10825,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,1983,1983,"Gable","CompShg",17,11,2,174,"Gd","TA","CBlock",2,3,3,1,747,6,0,513,1260,"GasA","TA","Y",1,1260,848,53,1260,1,0,2,0,3,1,3,6,1,0,6,2,1983,3,2,598,3,3,"Y",152,0,0,0,0,0,5,5,6,0,7,2008,7,"Normal",181900
1951,20,6,56,18559,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1978,1978,"Hip","CompShg",11,11,2,383,"Gd","Gd","CBlock",2,3,4,1,1206,4,186,656,2048,"GasA","TA","Y",1,2064,380,205,2064,1,0,2,0,3,1,2,7,1,2,4,2,1978,1,2,550,3,3,"Y",200,0,0,0,0,0,5,5,6,0,8,2008,4,"Normal",235000
1952,20,6,85,14450,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1979,1979,"Hip","CompShg",11,11,2,194,"Gd","TA","CBlock",2,4,4,2,864,5,449,469,1782,"GasA","TA","Y",1,1782,981,513,1782,0,1,2,0,3,1,2,6,1,1,3,2,1979,1,2,551,3,3,"Y",467,0,0,0,0,0,5,5,6,0,3,2008,5,"Normal",220000
1953,20,6,90,13068,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1976,1976,"Hip","CompShg",7,7,2,621,"TA","TA","PConc",2,3,4,2,890,4,48,273,1211,"GasA","TA","Y",1,1211,915,232,1211,1,0,2,0,3,1,2,6,1,1,5,2,1976,1,2,461,3,3,"Y",0,0,0,174,0,0,5,2,6,0,11,2008,4,"Normal",161000
1954,60,6,80,10400,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,6,1980,1988,"Gable","CompShg",7,7,2,280,"TA","TA","CBlock",2,3,3,6,192,6,0,738,738,"GasA","TA","Y",1,1277,767,114,2044,0,0,2,1,3,1,3,7,2,1,3,2,1980,3,2,489,3,3,"Y",28,73,0,0,0,0,5,5,6,0,3,2008,5,"Normal",185000
