"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"514",514,20,6,71,9187,"Pave",1,"Reg","Bnk",1,"Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,5,1983,1983,"Gable","CompShg",15,15,4,272,"TA","Gd","PConc",3,3,4,2,336,6,0,748,1084,"GasA","TA","Y",1,1080,1124,515,1080,0,0,1,1,3,1,3,5,1,0,6,2,1983,3,2,484,3,3,"Y",120,0,158,0,0,0,5,5,6,0,6,2007,4,"Normal",134000
"515",515,45,6,55,10594,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Unf",5,5,1926,1950,"Gable","CompShg",16,16,4,108,"TA","TA","BrkTil",3,3,4,6,724,6,0,768,768,"Grav","Fa","N",1,789,814,572,789,0,0,1,0,2,1,3,5,1,0,6,6,1926,3,1,200,5,5,"Y",0,0,112,0,0,0,5,2,6,0,6,2007,5,"Normal",96500
"516",516,20,6,94,12220,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2009,2009,"Hip","CompShg",6,7,2,305,"Ex","TA","CBlock",1,3,4,1,1436,6,0,570,2006,"GasA","Ex","Y",1,2020,550,108,2020,1,0,2,1,3,1,1,9,1,1,2,2,2009,1,3,900,3,3,"Y",156,54,0,0,0,0,5,5,6,0,9,2009,4,"Partial",402861
"517",517,80,6,80,10448,"Pave",2,"IR1","Lvl",1,"Corner","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,1972,1972,"Gable","CompShg",7,7,2,333,"TA","TA","CBlock",3,3,4,6,1024,6,0,689,689,"GasA","TA","Y",1,1378,741,312,2119,0,0,2,1,3,1,3,7,1,1,3,2,1972,2,2,583,3,3,"Y",0,104,0,0,0,0,5,1,6,0,8,2009,5,"Abnorml",158000
"518",518,60,6,79,10208,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg",15,15,2,921,"Gd","TA","PConc",2,3,4,6,485,6,0,1264,1264,"GasA","Ex","Y",1,1277,1067,80,2344,0,0,2,1,3,1,2,7,1,1,3,2,1996,2,3,889,3,3,"Y",220,0,0,0,0,0,5,5,6,0,7,2009,2,"Normal",265000
"519",519,60,6,90,9531,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg",15,15,4,110,"TA","TA","PConc",2,3,3,1,706,6,0,88,794,"GasA","Ex","Y",1,882,914,156,1796,1,0,2,1,3,1,3,7,1,0,6,2,1998,2,2,546,3,3,"Y",0,36,0,0,0,0,5,2,6,0,5,2007,4,"Normal",211000
"520",520,70,6,53,10918,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,9,1926,2004,"Gambrel","CompShg",9,9,4,228,"Gd","TA","BrkTil",2,3,4,6,648,6,0,1276,1276,"GasA","Ex","Y",1,1276,804,232,2080,0,0,1,1,3,1,2,9,1,2,2,6,1926,3,1,282,3,3,"Y",0,0,0,0,145,0,5,2,6,0,6,2009,4,"Normal",234000
"521",521,190,6,60,10800,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,7,1900,2000,"Gable","CompShg",9,9,4,290,"TA","TA","BrkTil",6,6,5,7,381,7,0,625,1214,"GasA","TA","N",2,694,600,205,1294,0,0,2,0,3,2,3,7,1,0,6,7,1976,4,0,0,6,6,"N",220,114,210,0,0,0,5,5,6,0,8,2008,4,"Normal",106250
"522",522,20,6,90,11988,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1957,1957,"Gable","CompShg",15,15,4,630,"TA","TA","CBlock",3,3,4,4,777,6,0,467,1244,"GasA","Ex","Y",2,1244,330,360,1244,0,0,1,1,3,1,3,6,1,2,2,2,1957,3,1,336,3,3,"Y",0,40,0,0,0,0,5,5,6,0,5,2007,5,"Normal",150000
"523",523,50,8,50,5000,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1.5Fin",6,7,1947,1950,"Gable","CompShg",6,9,4,272,"TA","Gd","CBlock",3,3,4,2,399,6,0,605,1004,"GasA","Ex","Y",1,1004,660,360,1664,0,0,2,0,3,1,3,7,1,2,2,6,1950,3,2,420,3,3,"Y",0,24,36,0,0,0,5,5,6,0,10,2006,4,"Normal",159000
"524",524,60,6,130,40094,"Pave",1,"IR1","Bnk",1,"Inside","Gtl","Edwards","PosN","PosN","1Fam","2Story",10,5,2007,2008,"Hip","CompShg",6,7,5,762,"Ex","TA","PConc",1,3,1,1,2260,6,0,878,3138,"GasA","Ex","Y",1,3138,1538,473,4676,1,0,3,1,3,1,1,11,1,1,2,4,2007,1,3,884,3,3,"Y",208,406,0,0,0,0,5,5,6,0,10,2007,4,"Partial",184750
"525",525,60,6,95,11787,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg",15,15,2,594,"Gd","TA","PConc",2,3,4,1,719,6,0,660,1379,"GasA","Ex","Y",1,1383,1015,360,2398,1,0,2,1,3,1,2,8,1,1,3,2,1996,1,3,834,3,3,"Y",239,60,0,0,0,0,5,5,6,0,8,2007,9,"Normal",315750
"526",526,20,3,62,7500,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg",15,15,4,144,"Gd","TA","PConc",2,3,4,6,170,6,0,1257,1257,"GasA","Ex","Y",1,1266,908,481,1266,0,0,2,0,3,1,2,6,1,1,3,2,2005,3,2,453,3,3,"Y",38,144,0,0,0,0,5,5,6,0,4,2006,4,"Normal",176000
"527",527,20,6,70,13300,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,2000,"Hip","CompShg",16,16,4,196,"TA","TA","CBlock",2,3,4,4,377,6,0,551,928,"GasA","TA","Y",1,928,844,205,928,0,0,1,0,2,1,3,4,1,0,6,2,1956,3,1,252,3,3,"Y",261,0,156,0,0,0,5,5,6,0,6,2007,4,"Normal",132000
"528",528,60,6,67,14948,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2008,"Hip","CompShg",15,15,5,268,"Ex","TA","PConc",1,3,2,1,1330,6,0,122,1452,"GasA","Ex","Y",1,1476,1237,572,2713,1,0,2,1,3,1,1,11,1,1,2,2,2008,1,3,858,3,3,"Y",126,66,0,0,0,0,5,5,6,0,11,2008,4,"Partial",446261
"529",529,30,6,58,9098,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,7,1920,2002,"Gable","CompShg",16,16,4,212,"TA","TA","BrkTil",3,3,3,2,348,6,0,180,528,"GasA","Ex","Y",1,605,1304,384,605,1,0,1,0,2,1,3,5,1,0,6,7,1970,4,0,0,6,6,"N",0,0,144,0,0,0,5,5,6,0,7,2007,4,"Normal",86000
"530",530,20,6,44,32668,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,3,1957,1975,"Hip","CompShg",16,13,2,72,"Gd","TA","PConc",3,3,4,4,1219,6,0,816,2035,"GasA","TA","Y",1,2515,546,436,2515,1,0,3,0,4,2,3,9,5,2,3,2,1975,2,2,484,3,3,"Y",0,0,200,0,0,0,5,5,6,0,3,2007,5,"Alloca",200624
"531",531,80,6,85,10200,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",6,5,1988,1989,"Gable","CompShg",7,7,2,219,"Gd","TA","CBlock",2,3,2,1,783,6,0,678,1461,"GasA","Ex","Y",1,1509,862,371,1509,1,0,2,0,3,1,2,5,1,1,4,2,1988,2,2,600,3,3,"Y",224,0,0,0,0,0,5,5,6,0,8,2008,5,"Abnorml",175000
"532",532,70,8,60,6155,"Pave",2,"IR1","Lvl",1,"FR3","Gtl","BrkSide","RRNn","Feedr","1Fam","2Story",6,8,1920,1999,"Gable","CompShg",16,16,4,768,"TA","TA","BrkTil",4,4,3,6,428,6,0,611,611,"GasA","Ex","Y",1,751,611,108,1362,0,0,2,0,3,1,3,6,1,0,6,6,1920,1,2,502,3,4,"Y",0,0,84,0,0,0,5,5,6,0,6,2008,9,"Normal",128000
"533",533,20,6,60,7200,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1955,2007,"Gable","CompShg",15,15,4,46,"TA","TA","Slab",6,6,5,7,1085,7,0,380,990,"GasA","Ex","Y",1,827,840,114,827,0,0,1,0,2,1,3,5,4,1,5,6,1967,3,1,392,3,3,"Y",0,0,0,0,0,0,5,5,6,0,4,2010,4,"Normal",107500
"534",534,20,6,50,5000,"Pave",2,"Reg","Low",1,"Inside","Mod","BrkSide","Norm","Norm","1Fam","1Story",1,3,1946,1950,"Gable","CompShg",15,15,4,204,"Fa","Fa","Slab",6,6,5,7,300,7,0,765,1440,"GasA","Fa","N",3,334,845,360,334,0,0,1,0,1,1,4,2,1,0,6,7,2000,4,0,0,6,6,"N",0,0,0,0,0,0,5,5,6,0,1,2007,5,"Normal",39300
"535",535,60,6,74,9056,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg",15,15,4,99,"Gd","TA","PConc",1,2,2,6,281,6,0,707,707,"GasA","Ex","Y",1,707,707,514,1414,0,0,2,1,3,1,2,6,1,1,2,2,2004,1,2,403,3,3,"Y",100,35,0,0,0,0,5,5,6,0,10,2006,4,"Normal",178000
"536",536,190,6,70,7000,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","2fmCon","2Story",5,7,1910,1991,"Gable","CompShg",9,9,4,51,"TA","TA","CBlock",2,3,1,1,969,6,0,148,1117,"GasA","TA","Y",1,820,527,232,1347,1,0,1,0,3,1,3,5,1,0,6,7,1967,4,0,0,6,6,"N",85,0,148,0,0,0,5,5,6,0,1,2008,4,"Normal",107500
"537",537,60,6,57,8924,"Pave",1,"IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg",15,15,4,31,"TA","TA","PConc",2,3,2,6,915,6,0,880,880,"GasA","Ex","Y",1,880,844,431,1724,0,0,2,1,3,1,2,8,1,0,6,2,1998,1,2,527,3,3,"Y",120,155,0,0,0,0,5,5,6,0,7,2008,8,"Normal",188000
"538",538,20,6,80,12735,"Pave",2,"IR1","Lvl",1,"FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1972,1972,"Hip","CompShg",9,9,4,180,"TA","TA","CBlock",3,3,4,3,600,6,0,264,864,"GasA","TA","Y",1,864,671,481,864,0,0,1,0,3,1,3,5,1,0,6,6,1980,3,2,576,3,3,"Y",216,0,0,0,0,0,5,4,6,0,4,2008,5,"Normal",111250
"539",539,20,6,60,11553,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg",11,11,2,188,"TA","TA","CBlock",3,3,4,3,673,6,0,378,1051,"GasA","TA","Y",1,1159,501,431,1159,0,0,1,1,3,1,3,7,1,1,4,2,1968,3,1,336,3,3,"Y",466,0,0,0,0,0,5,5,6,0,7,2006,9,"Normal",158000
"540",540,20,6,85,11423,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Gable","CompShg",15,15,2,479,"Gd","TA","PConc",2,3,2,1,1358,6,0,223,1581,"GasA","Ex","Y",1,1601,932,528,1601,1,0,2,0,3,1,2,6,1,1,3,2,2001,2,2,670,3,3,"Y",180,0,0,0,0,0,5,2,4,2000,5,2010,5,"Normal",272000
"541",541,20,6,85,14601,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2006,2006,"Hip","CompShg",15,15,2,584,"Ex","TA","PConc",1,3,2,1,1260,6,0,578,1838,"GasA","Ex","Y",1,1838,299,384,1838,1,0,2,0,2,1,1,8,1,1,2,2,2006,1,3,765,3,3,"Y",270,68,0,0,0,0,5,5,6,0,3,2009,4,"Normal",315000
"542",542,60,6,50,11000,"Pave",2,"Reg","Lvl",1,"FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg",15,15,2,72,"Gd","TA","PConc",2,3,4,6,247,6,0,969,969,"GasA","Ex","Y",1,997,1288,80,2285,0,0,2,1,4,1,2,8,1,1,3,4,2000,1,3,648,3,3,"Y",0,56,0,0,0,0,5,5,6,0,6,2007,5,"Normal",248000
"543",543,20,6,78,10140,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,5,1998,1999,"Hip","CompShg",15,15,4,76,"Gd","TA","PConc",1,3,4,5,144,1,1127,379,1650,"GasA","Ex","Y",1,1680,850,450,1680,1,0,2,0,3,1,2,7,5,1,3,2,1998,1,2,583,3,3,"Y",78,73,0,0,0,0,5,5,6,0,6,2009,2,"Normal",213250
"544",544,120,5,34,4058,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","TwnhsE","SFoyer",7,5,1998,1998,"Gable","CompShg",9,9,2,182,"TA","TA","PConc",2,3,2,1,584,5,139,45,723,"GasA","Ex","Y",1,767,1031,80,767,1,0,1,0,1,1,3,4,1,0,6,2,1998,1,1,367,3,3,"Y",120,40,0,0,0,0,5,5,6,0,6,2007,4,"Normal",133000
"545",545,60,6,58,17104,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg",15,15,4,278,"Gd","TA","PConc",2,2,2,1,554,6,0,100,654,"GasA","Ex","Y",1,664,832,80,1496,1,0,2,1,3,1,2,7,1,1,2,2,2006,2,2,426,3,3,"Y",100,24,0,0,0,0,5,5,6,0,9,2006,4,"Partial",179665
"546",546,50,6,69,13837,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","NWAmes","Norm","Norm","1Fam","1.5Fin",7,5,1988,1988,"Gable","CompShg",7,7,2,178,"Gd","Gd","PConc",2,2,4,1,1002,5,202,460,1204,"GasA","Gd","Y",1,1377,806,312,2183,0,0,2,1,4,1,2,9,1,0,6,2,1988,3,3,786,3,3,"Y",0,0,0,0,0,0,5,5,6,0,2,2006,4,"Normal",229000
"547",547,50,6,70,8737,"Pave",1,"IR1","Bnk",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1923,1950,"Gable","CompShg",4,16,4,491,"TA","TA","BrkTil",2,3,4,4,300,6,0,765,1065,"GasA","Ex","Y",2,915,720,312,1635,0,0,1,1,3,1,3,6,1,1,2,6,1950,3,2,440,3,3,"Y",0,38,0,144,0,0,5,5,6,0,5,2007,5,"Normal",210000
"548",548,85,6,54,7244,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,7,1970,1970,"Gable","CompShg",15,15,4,284,"TA","Gd","CBlock",2,3,2,2,619,6,0,149,768,"GasA","Ex","Y",1,768,798,232,768,1,0,1,0,2,1,3,5,1,0,6,6,1987,3,2,624,3,3,"Y",104,0,0,0,0,0,5,5,6,0,4,2007,4,"Normal",129500
"549",549,20,8,49,8235,"Pave",1,"IR1","HLS",1,"Inside","Gtl","OldTown","Feedr","RRNn","1Fam","1Story",5,7,1955,1995,"Gable","CompShg",9,9,4,194,"TA","Gd","CBlock",3,3,4,5,180,4,645,383,825,"GasA","TA","Y",1,825,504,362,825,1,0,1,0,2,1,3,4,1,0,6,6,1963,2,2,720,3,3,"Y",140,50,0,0,0,0,5,2,6,0,6,2008,5,"Normal",125000
"550",550,60,3,75,9375,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg",15,15,4,188,"Gd","TA","PConc",2,3,4,6,346,6,0,912,912,"GasA","Ex","Y",1,912,1182,431,2094,0,0,2,1,4,1,2,8,1,1,2,4,2003,1,2,615,3,3,"Y",182,182,0,0,0,0,5,5,6,0,11,2009,4,"Normal",263000
"551",551,120,6,53,4043,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","1Story",6,6,1977,1977,"Gable","CompShg",11,11,4,210,"TA","TA","CBlock",2,3,4,2,559,6,0,510,1069,"GasA","TA","Y",1,1069,406,515,1069,0,0,2,0,2,1,3,4,1,0,6,2,1977,2,2,440,3,3,"Y",0,55,0,0,200,0,5,5,6,0,10,2008,5,"Abnorml",140000
"552",552,20,8,50,6000,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1957,1957,"Hip","CompShg",4,4,4,75,"TA","TA","CBlock",3,3,4,4,308,6,0,620,928,"GasA","Gd","Y",2,928,662,108,928,0,0,1,0,3,1,3,5,1,0,6,2,1957,1,1,288,3,3,"Y",0,0,0,0,0,0,5,5,6,0,6,2008,4,"Normal",112500
"553",553,20,6,87,11146,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg",15,15,5,250,"Gd","TA","PConc",1,3,2,6,546,6,0,1709,1709,"GasA","Ex","Y",1,1717,1215,108,1717,0,0,2,0,3,1,2,7,1,1,2,2,2006,2,3,908,3,3,"Y",169,39,0,0,0,0,5,5,6,0,7,2009,4,"Normal",255500
"554",554,20,6,67,8777,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",4,5,1949,2003,"Gable","CompShg",15,15,4,242,"TA","TA","CBlock",6,6,5,7,133,7,0,1734,1415,"GasA","Ex","Y",1,1126,942,205,1126,0,0,2,0,2,1,2,5,1,0,6,6,2002,1,2,520,3,3,"N",0,96,0,0,0,0,5,2,6,0,5,2009,4,"Normal",108000
"555",555,60,6,85,10625,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg",15,15,2,292,"Gd","TA","PConc",2,3,4,1,866,6,0,132,998,"GasA","Ex","Y",1,1006,1040,384,2046,1,0,2,1,3,1,2,8,1,1,2,4,2003,2,3,871,3,3,"Y",320,62,0,0,0,0,5,5,6,0,8,2008,4,"Normal",284000
"556",556,45,8,58,6380,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1922,1950,"Gable","CompShg",9,9,4,424,"TA","TA","BrkTil",3,4,4,6,820,6,0,993,993,"GasA","TA","Y",2,1048,741,420,1048,0,0,1,0,2,1,3,5,1,1,2,6,1922,3,1,280,3,3,"Y",0,0,116,0,0,0,5,5,6,0,8,2006,4,"Normal",113000
"557",557,20,6,69,14850,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg",16,16,4,186,"TA","TA","CBlock",3,3,4,4,895,6,0,197,1092,"GasA","TA","Y",2,1092,784,232,1092,1,0,1,0,2,1,3,6,1,1,3,2,1957,1,1,299,3,3,"Y",268,0,0,0,122,0,5,4,6,0,5,2006,2,"Normal",141000
"558",558,50,6,60,11040,"Pave",1,"Reg","Low",1,"Inside","Mod","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,6,1920,1950,"Gable","CompShg",9,9,4,80,"TA","TA","CBlock",3,3,4,4,637,6,0,318,637,"GasA","Gd","Y",1,897,439,80,1336,0,0,1,1,3,1,3,7,1,0,6,5,1994,3,1,570,3,3,"Y",0,47,120,0,0,0,5,5,6,0,9,2006,5,"Normal",108000
"559",559,60,6,57,21872,"Pave",2,"IR2","HLS",1,"FR2","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg",7,7,4,302,"TA","TA","PConc",2,3,1,1,604,6,0,125,729,"GasA","Ex","Y",1,729,717,108,1446,0,1,2,1,3,1,3,6,1,1,3,2,1996,3,2,406,3,3,"Y",264,22,0,0,0,0,5,5,6,0,8,2008,6,"Normal",175000
"560",560,120,6,79,3196,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2003,2004,"Gable","CompShg",15,15,2,18,"Gd","TA","PConc",2,3,1,6,1386,6,0,1374,1374,"GasA","Ex","Y",1,1557,1171,479,1557,0,0,2,0,2,1,2,7,1,1,3,2,2003,1,2,420,3,3,"Y",143,20,0,0,0,0,5,5,6,0,10,2006,4,"Normal",234000
"561",561,20,6,80,11341,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1957,1996,"Hip","CompShg",16,16,2,180,"TA","TA","CBlock",2,3,4,2,1302,6,0,90,1392,"GasA","TA","Y",1,1392,1332,80,1392,1,0,1,1,3,1,3,5,4,1,2,6,1957,3,2,528,3,3,"Y",0,0,0,0,95,0,5,5,6,0,5,2010,4,"Normal",121500
"562",562,20,6,77,10010,"Pave",1,"Reg","Lvl",1,"Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1974,1975,"Gable","CompShg",7,7,4,128,"TA","TA","CBlock",2,3,2,2,1071,5,123,195,1389,"GasA","Gd","Y",1,1389,943,53,1389,1,0,1,0,2,1,3,6,1,1,3,2,1975,2,2,418,3,3,"Y",240,38,0,0,0,0,5,5,6,0,4,2006,4,"Normal",170000
"563",563,30,6,63,13907,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1940,1969,"Gable","CompShg",17,7,4,74,"TA","TA","CBlock",3,3,4,3,290,6,0,706,996,"GasA","Ex","Y",1,996,933,234,996,1,0,1,0,3,1,3,6,1,1,2,7,2003,4,0,0,6,6,"Y",144,0,0,0,0,0,5,5,6,0,7,2008,4,"Normal",108000
"564",564,50,6,66,21780,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,7,1918,1950,"Gable","CompShg",16,16,4,56,"TA","TA","BrkTil",2,3,3,6,958,6,0,1163,1163,"GasA","Ex","Y",1,1163,511,312,1674,0,0,2,0,4,1,3,8,1,1,2,6,1955,1,2,396,3,3,"N",72,36,0,0,144,0,5,5,6,0,7,2008,5,"Normal",185000
"565",565,60,6,60,13346,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1992,2000,"Gable","CompShg",7,7,4,196,"Gd","TA","PConc",2,3,4,1,728,6,0,367,1095,"GasA","Ex","Y",1,1166,1129,120,2295,1,0,2,1,4,1,2,9,1,1,3,2,1992,2,2,590,3,3,"Y",0,40,0,0,0,0,5,5,6,0,7,2006,4,"Normal",268000
"566",566,70,6,66,6858,"Pave",1,"Reg","Bnk",1,"Corner","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,4,1915,1950,"Gable","CompShg",16,16,4,268,"TA","TA","PConc",2,3,4,6,267,6,0,806,806,"GasA","TA","N",3,841,806,205,1647,1,0,1,1,4,1,4,6,1,0,6,6,1920,3,1,216,3,3,"Y",0,66,136,0,0,0,5,5,6,0,5,2010,4,"Normal",128000
"567",567,60,6,77,11198,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2007,"Hip","CompShg",15,15,2,245,"Gd","TA","PConc",2,2,4,6,528,6,0,1122,1122,"GasA","Ex","Y",1,1134,1370,384,2504,0,0,2,1,4,1,1,11,1,1,2,4,2005,1,3,656,3,3,"Y",144,39,0,0,0,0,5,5,6,0,6,2008,7,"Normal",325000
"568",568,20,6,70,10171,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg",15,15,2,168,"Gd","TA","PConc",2,3,4,1,2,6,0,1515,1517,"GasA","Ex","Y",1,1535,878,362,1535,0,0,2,0,3,1,2,7,1,0,6,2,2004,2,2,532,3,3,"Y",0,0,0,0,0,0,5,5,6,0,3,2010,4,"Normal",214000
"569",569,50,6,79,12327,"Pave",1,"IR1","Low",1,"Inside","Mod","SawyerW","Norm","Norm","1Fam","1.5Fin",8,8,1983,2009,"Gable","CompShg",16,16,4,22,"Gd","TA","CBlock",2,3,1,1,1441,6,0,55,1496,"GasA","Ex","Y",1,1496,636,513,2132,1,0,1,1,1,1,2,5,3,1,2,4,1983,1,2,612,2,3,"Y",349,40,0,0,0,0,5,5,6,0,9,2009,4,"Normal",316600
"570",570,90,6,81,7032,"Pave",2,"IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg",9,9,4,98,"TA","TA","CBlock",2,3,1,1,943,6,0,780,943,"GasA","TA","Y",1,943,547,114,943,1,0,1,0,2,1,3,4,1,2,3,6,1979,3,2,600,3,3,"Y",42,0,0,0,0,0,5,5,6,0,12,2006,4,"Normal",135960
"571",571,90,6,74,13101,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1965,1965,"Gable","CompShg",7,7,2,108,"TA","TA","CBlock",3,3,4,5,231,6,0,1497,1728,"GasA","TA","Y",1,1728,502,479,1728,0,0,2,0,6,2,3,10,1,0,6,6,1987,3,2,576,3,3,"Y",0,0,0,0,0,0,5,5,6,0,11,2008,4,"Normal",142600
"572",572,20,6,60,7332,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Gable","CompShg",17,15,2,207,"TA","TA","CBlock",3,3,4,3,414,6,0,450,864,"GasA","Ex","Y",1,864,728,572,864,1,0,1,0,2,1,2,4,1,0,6,2,1959,3,1,288,3,3,"Y",168,0,0,0,0,0,5,5,6,0,10,2006,9,"Abnorml",120000
